show_id,listed_in_id
6141,1
6146,1
6150,1
6151,1
6179,1
6180,1
6192,1
6196,1
6198,1
6202,1
6207,1
6216,1
6232,1
6234,1
6252,1
6257,1
6260,1
6262,1
6273,1
6274,1
6275,1
6279,1
6289,1
6293,1
6308,1
6310,1
6313,1
6325,1
6330,1
6346,1
6347,1
6350,1
6352,1
6353,1
6356,1
6363,1
6364,1
6375,1
6388,1
6392,1
6418,1
6433,1
6435,1
6437,1
6443,1
6454,1
6476,1
6492,1
6500,1
6522,1
6526,1
6529,1
6536,1
6540,1
6546,1
6562,1
6576,1
6590,1
6592,1
6607,1
6608,1
6616,1
6628,1
6629,1
6630,1
6632,1
6639,1
6648,1
6649,1
6650,1
6657,1
6676,1
6678,1
6680,1
6682,1
6684,1
6685,1
6686,1
6687,1
6692,1
6700,1
6721,1
6738,1
6746,1
6750,1
6752,1
6757,1
6762,1
6763,1
6765,1
6773,1
6776,1
6778,1
6781,1
6784,1
6787,1
6788,1
6790,1
6800,1
6810,1
6816,1
6834,1
6857,1
6860,1
6899,1
6900,1
6901,1
6903,1
6917,1
6927,1
6930,1
6934,1
6935,1
6939,1
6941,1
6945,1
6949,1
6969,1
6973,1
6979,1
6980,1
6986,1
6996,1
7001,1
7002,1
7011,1
7013,1
7017,1
7020,1
7037,1
7038,1
7039,1
7042,1
7046,1
7052,1
7067,1
7076,1
7077,1
7093,1
7097,1
7108,1
7112,1
7125,1
7128,1
7129,1
7131,1
7133,1
7135,1
7136,1
7139,1
7147,1
7155,1
7182,1
7201,1
7220,1
7222,1
7245,1
7252,1
7273,1
7274,1
7290,1
7294,1
7295,1
7300,1
7311,1
7324,1
7335,1
7340,1
7342,1
7356,1
7359,1
7374,1
7379,1
7380,1
7399,1
7413,1
7414,1
7415,1
7427,1
7428,1
7435,1
7442,1
7468,1
7470,1
7472,1
7512,1
7515,1
7519,1
7546,1
7555,1
7557,1
7562,1
7564,1
7571,1
7576,1
7581,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,1
7606,1
7607,1
7608,1
7609,1
7610,1
7611,1
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7622,1
7626,1
7627,1
7634,1
7636,1
7648,1
7653,1
7655,1
7656,1
7657,1
7658,1
7662,1
7663,1
7665,1
7669,1
7674,1
7684,1
7693,1
7700,1
7709,1
7714,1
7728,1
7732,1
7741,1
7754,1
7755,1
7791,1
7793,1
7800,1
7808,1
7819,1
7823,1
7835,1
7847,1
7849,1
7852,1
7859,1
7860,1
7877,1
7887,1
7888,1
7894,1
7912,1
7915,1
7920,1
7931,1
7942,1
7966,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,1
7978,1
7979,1
7980,1
7982,1
8001,1
8012,1
8020,1
8035,1
8045,1
8049,1
8058,1
8062,1
8067,1
8070,1
8082,1
8087,1
8093,1
8097,1
8105,1
8134,1
8135,1
8136,1
8156,1
8169,1
8177,1
8179,1
8192,1
8203,1
8206,1
8211,1
8216,1
8239,1
8271,1
8276,1
8279,1
8295,1
8309,1
8314,1
8319,1
8341,1
8349,1
8351,1
8356,1
8371,1
8383,1
8388,1
8389,1
8391,1
8401,1
8404,1
8408,1
8411,1
8413,1
8418,1
8420,1
8437,1
8441,1
8451,1
8463,1
8469,1
8471,1
8476,1
8478,1
8479,1
8480,1
8492,1
8501,1
8503,1
8517,1
8522,1
8525,1
8531,1
8539,1
8548,1
8562,1
8566,1
8571,1
8573,1
8574,1
8578,1
8588,1
8598,1
8602,1
8620,1
8621,1
8632,1
8633,1
8641,1
8644,1
8651,1
8652,1
8657,1
8658,1
8661,1
8674,1
8678,1
8693,1
8702,1
8703,1
8708,1
8719,1
8724,1
8728,1
8729,1
8735,1
8738,1
8739,1
8740,1
8745,1
8747,1
8757,1
8764,1
2,2
3,2
5,2
11,2
12,2
20,2
21,2
22,2
26,2
33,2
34,2
48,2
50,2
51,2
67,2
70,2
71,2
73,2
77,2
93,2
110,2
111,2
122,2
133,2
155,2
166,2
187,2
188,2
194,2
195,2
199,2
213,2
214,2
220,2
224,2
225,2
226,2
227,2
243,2
244,2
246,2
261,2
266,2
267,2
274,2
276,2
277,2
278,2
288,2
289,2
290,2
292,2
312,2
314,2
317,2
320,2
322,2
323,2
332,2
339,2
367,2
369,2
382,2
386,2
392,2
398,2
402,2
431,2
432,2
435,2
436,2
454,2
457,2
479,2
488,2
491,2
504,2
505,2
511,2
515,2
516,2
517,2
518,2
522,2
524,2
525,2
534,2
537,2
538,2
539,2
544,2
545,2
547,2
550,2
554,2
566,2
572,2
578,2
588,2
618,2
622,2
626,2
628,2
632,2
638,2
640,2
641,2
643,2
648,2
654,2
659,2
660,2
662,2
664,2
666,2
667,2
670,2
674,2
676,2
680,2
683,2
685,2
687,2
692,2
693,2
698,2
700,2
701,2
704,2
707,2
708,2
710,2
715,2
716,2
726,2
732,2
735,2
745,2
754,2
768,2
773,2
779,2
790,2
806,2
821,2
832,2
833,2
834,2
836,2
838,2
844,2
848,2
858,2
870,2
877,2
885,2
887,2
898,2
903,2
961,2
964,2
966,2
969,2
973,2
989,2
998,2
1004,2
1013,2
1033,2
1039,2
1041,2
1045,2
1048,2
1057,2
1059,2
1063,2
1065,2
1068,2
1083,2
1085,2
1092,2
1094,2
1117,2
1124,2
1130,2
1147,2
1164,2
1167,2
1174,2
1175,2
1187,2
1197,2
1202,2
1211,2
1218,2
1224,2
1227,2
1228,2
1230,2
1235,2
1247,2
1258,2
1269,2
1271,2
1272,2
1273,2
1283,2
1286,2
1294,2
1295,2
1297,2
1299,2
1300,2
1302,2
1318,2
1321,2
1339,2
1340,2
1350,2
1361,2
1374,2
1384,2
1385,2
1386,2
1393,2
1433,2
1441,2
1443,2
1461,2
1479,2
1480,2
1481,2
1484,2
1488,2
1490,2
1504,2
1515,2
1517,2
1521,2
1529,2
1533,2
1536,2
1539,2
1540,2
1555,2
1560,2
1563,2
1565,2
1570,2
1571,2
1579,2
1584,2
1587,2
1588,2
1590,2
1594,2
1604,2
1606,2
1626,2
1635,2
1639,2
1640,2
1641,2
1650,2
1655,2
1659,2
1662,2
1668,2
1669,2
1671,2
1699,2
1707,2
1709,2
1712,2
1716,2
1731,2
1734,2
1738,2
1741,2
1747,2
1767,2
1770,2
1772,2
1774,2
1783,2
1795,2
1800,2
1801,2
1804,2
1835,2
1840,2
1841,2
1876,2
1878,2
1881,2
1886,2
1908,2
1909,2
1911,2
1915,2
1916,2
1918,2
1919,2
1926,2
1929,2
1949,2
1952,2
1956,2
1984,2
1989,2
1990,2
1992,2
1994,2
1999,2
2003,2
2009,2
2013,2
2014,2
2034,2
2038,2
2054,2
2063,2
2065,2
2067,2
2070,2
2079,2
2087,2
2090,2
2094,2
2103,2
2107,2
2109,2
2123,2
2124,2
2125,2
2126,2
2128,2
2135,2
2146,2
2149,2
2152,2
2154,2
2163,2
2166,2
2169,2
2181,2
2185,2
2195,2
2213,2
2219,2
2231,2
2236,2
2246,2
2252,2
2254,2
2255,2
2256,2
2259,2
2276,2
2294,2
2298,2
2307,2
2321,2
2323,2
2328,2
2330,2
2338,2
2344,2
2350,2
2360,2
2379,2
2397,2
2401,2
2402,2
2405,2
2409,2
2410,2
2427,2
2445,2
2448,2
2450,2
2451,2
2453,2
2454,2
2463,2
2473,2
2477,2
2487,2
2496,2
2500,2
2515,2
2518,2
2519,2
2523,2
2526,2
2528,2
2529,2
2531,2
2547,2
2553,2
2554,2
2558,2
2566,2
2586,2
2599,2
2600,2
2603,2
2604,2
2607,2
2610,2
2612,2
2629,2
2632,2
2640,2
2641,2
2644,2
2646,2
2649,2
2658,2
2659,2
2661,2
2666,2
2670,2
2671,2
2676,2
2677,2
2697,2
2699,2
2700,2
2709,2
2737,2
2743,2
2747,2
2749,2
2762,2
2766,2
2773,2
2775,2
2778,2
2784,2
2785,2
2793,2
2794,2
2795,2
2798,2
2803,2
2805,2
2819,2
2822,2
2825,2
2828,2
2847,2
2855,2
2856,2
2869,2
2871,2
2872,2
2873,2
2876,2
2889,2
2893,2
2894,2
2895,2
2901,2
2907,2
2918,2
2923,2
2924,2
2939,2
2943,2
2946,2
2959,2
2960,2
2966,2
2967,2
2972,2
2975,2
2977,2
2978,2
2980,2
2981,2
2983,2
2985,2
2993,2
2999,2
3000,2
3002,2
3011,2
3012,2
3013,2
3016,2
3021,2
3035,2
3037,2
3041,2
3046,2
3048,2
3051,2
3053,2
3054,2
3064,2
3068,2
3072,2
3075,2
3077,2
3080,2
3083,2
3088,2
3089,2
3096,2
3104,2
3112,2
3118,2
3120,2
3121,2
3128,2
3130,2
3131,2
3138,2
3174,2
3175,2
3177,2
3178,2
3185,2
3186,2
3205,2
3213,2
3217,2
3220,2
3221,2
3223,2
3231,2
3233,2
3237,2
3244,2
3246,2
3250,2
3253,2
3256,2
3258,2
3259,2
3264,2
3271,2
3275,2
3277,2
3278,2
3280,2
3282,2
3284,2
3285,2
3287,2
3289,2
3292,2
3294,2
3295,2
3299,2
3302,2
3307,2
3311,2
3328,2
3329,2
3331,2
3337,2
3342,2
3343,2
3352,2
3353,2
3356,2
3357,2
3358,2
3359,2
3361,2
3362,2
3368,2
3369,2
3371,2
3374,2
3376,2
3378,2
3379,2
3382,2
3401,2
3411,2
3415,2
3417,2
3421,2
3424,2
3427,2
3434,2
3438,2
3446,2
3453,2
3462,2
3463,2
3464,2
3465,2
3467,2
3468,2
3474,2
3475,2
3482,2
3484,2
3489,2
3492,2
3500,2
3502,2
3503,2
3504,2
3507,2
3511,2
3520,2
3522,2
3525,2
3535,2
3542,2
3553,2
3559,2
3563,2
3576,2
3577,2
3578,2
3580,2
3586,2
3588,2
3589,2
3590,2
3591,2
3605,2
3607,2
3608,2
3610,2
3611,2
3612,2
3613,2
3614,2
3615,2
3633,2
3634,2
3641,2
3643,2
3652,2
3656,2
3657,2
3661,2
3664,2
3665,2
3666,2
3667,2
3670,2
3672,2
3674,2
3675,2
3683,2
3685,2
3688,2
3689,2
3690,2
3691,2
3697,2
3706,2
3709,2
3711,2
3717,2
3720,2
3724,2
3725,2
3727,2
3737,2
3738,2
3742,2
3743,2
3744,2
3745,2
3747,2
3749,2
3751,2
3755,2
3756,2
3775,2
3781,2
3783,2
3785,2
3790,2
3797,2
3808,2
3809,2
3818,2
3825,2
3827,2
3832,2
3839,2
3840,2
3844,2
3845,2
3846,2
3847,2
3848,2
3849,2
3850,2
3851,2
3852,2
3853,2
3854,2
3855,2
3856,2
3857,2
3861,2
3871,2
3877,2
3879,2
3880,2
3881,2
3882,2
3883,2
3884,2
3887,2
3898,2
3899,2
3901,2
3902,2
3903,2
3929,2
3937,2
3938,2
3941,2
3945,2
3947,2
3950,2
3957,2
3959,2
3965,2
3969,2
3970,2
3971,2
3972,2
3977,2
3981,2
3982,2
3985,2
3990,2
3997,2
3999,2
4002,2
4007,2
4013,2
4017,2
4023,2
4024,2
4027,2
4028,2
4030,2
4031,2
4033,2
4036,2
4044,2
4045,2
4055,2
4064,2
4090,2
4105,2
4110,2
4112,2
4117,2
4119,2
4120,2
4126,2
4127,2
4128,2
4130,2
4131,2
4132,2
4133,2
4144,2
4145,2
4163,2
4167,2
4168,2
4169,2
4172,2
4175,2
4180,2
4184,2
4190,2
4197,2
4200,2
4208,2
4216,2
4217,2
4227,2
4252,2
4255,2
4258,2
4262,2
4263,2
4264,2
4266,2
4270,2
4271,2
4272,2
4273,2
4274,2
4275,2
4277,2
4280,2
4289,2
4297,2
4305,2
4310,2
4311,2
4313,2
4317,2
4322,2
4327,2
4328,2
4351,2
4357,2
4366,2
4367,2
4368,2
4380,2
4388,2
4400,2
4401,2
4406,2
4407,2
4410,2
4414,2
4470,2
4477,2
4484,2
4488,2
4489,2
4499,2
4502,2
4505,2
4509,2
4521,2
4524,2
4532,2
4536,2
4537,2
4551,2
4552,2
4609,2
4622,2
4629,2
4634,2
4636,2
4638,2
4639,2
4644,2
4646,2
4651,2
4663,2
4665,2
4671,2
4673,2
4674,2
4679,2
4686,2
4688,2
4690,2
4703,2
4711,2
4712,2
4717,2
4739,2
4742,2
4743,2
4744,2
4745,2
4753,2
4755,2
4759,2
4760,2
4764,2
4768,2
4773,2
4777,2
4778,2
4780,2
4781,2
4808,2
4810,2
4816,2
4825,2
4842,2
4849,2
4854,2
4863,2
4901,2
4904,2
4909,2
4911,2
4914,2
4915,2
4925,2
4926,2
4934,2
4942,2
4950,2
4952,2
4958,2
4965,2
4969,2
4974,2
4979,2
4985,2
4986,2
4989,2
4992,2
4993,2
4995,2
4998,2
5005,2
5027,2
5028,2
5031,2
5033,2
5039,2
5055,2
5058,2
5066,2
5071,2
5076,2
5090,2
5093,2
5096,2
5097,2
5098,2
5100,2
5104,2
5106,2
5110,2
5113,2
5119,2
5120,2
5121,2
5129,2
5140,2
5142,2
5146,2
5150,2
5151,2
5155,2
5156,2
5158,2
5170,2
5171,2
5174,2
5179,2
5185,2
5186,2
5192,2
5193,2
5194,2
5195,2
5196,2
5211,2
5216,2
5217,2
5232,2
5243,2
5247,2
5248,2
5251,2
5252,2
5255,2
5258,2
5260,2
5263,2
5279,2
5289,2
5290,2
5298,2
5299,2
5325,2
5328,2
5348,2
5349,2
5350,2
5351,2
5353,2
5355,2
5356,2
5357,2
5361,2
5363,2
5364,2
5366,2
5367,2
5382,2
5383,2
5384,2
5385,2
5387,2
5389,2
5391,2
5394,2
5396,2
5400,2
5402,2
5404,2
5405,2
5406,2
5407,2
5408,2
5410,2
5411,2
5415,2
5434,2
5435,2
5436,2
5437,2
5438,2
5439,2
5440,2
5445,2
5458,2
5465,2
5466,2
5478,2
5510,2
5511,2
5514,2
5515,2
5538,2
5543,2
5564,2
5570,2
5581,2
5584,2
5586,2
5593,2
5594,2
5599,2
5602,2
5604,2
5609,2
5610,2
5654,2
5655,2
5663,2
5666,2
5668,2
5669,2
5670,2
5671,2
5672,2
5673,2
5674,2
5675,2
5676,2
5678,2
5684,2
5685,2
5687,2
5700,2
5701,2
5704,2
5716,2
5717,2
5721,2
5723,2
5728,2
5729,2
5730,2
5731,2
5732,2
5733,2
5742,2
5752,2
5753,2
5754,2
5763,2
5764,2
5767,2
5769,2
5772,2
5775,2
5778,2
5782,2
5806,2
5826,2
5835,2
5844,2
5845,2
5846,2
5854,2
5857,2
5864,2
5883,2
5965,2
5975,2
5979,2
5985,2
5987,2
6002,2
6038,2
6045,2
6080,2
6095,2
6102,2
6103,2
6106,2
6157,2
6167,2
6168,2
6199,2
6217,2
6220,2
6229,2
6264,2
6266,2
6276,2
6277,2
6295,2
6296,2
6305,2
6319,2
6320,2
6324,2
6336,2
6365,2
6379,2
6386,2
6399,2
6402,2
6408,2
6414,2
6417,2
6431,2
6456,2
6458,2
6461,2
6496,2
6505,2
6506,2
6507,2
6508,2
6509,2
6510,2
6521,2
6539,2
6543,2
6557,2
6560,2
6569,2
6572,2
6573,2
6588,2
6602,2
6653,2
6664,2
6672,2
6673,2
6674,2
6679,2
6694,2
6710,2
6715,2
6718,2
6719,2
6729,2
6732,2
6742,2
6745,2
6751,2
6764,2
6775,2
6789,2
6792,2
6811,2
6821,2
6825,2
6826,2
6828,2
6835,2
6836,2
6837,2
6858,2
6872,2
6874,2
6890,2
6891,2
6895,2
6907,2
6920,2
6923,2
6938,2
6952,2
6964,2
6966,2
6972,2
6975,2
6997,2
6999,2
7007,2
7018,2
7025,2
7034,2
7040,2
7060,2
7081,2
7083,2
7101,2
7102,2
7113,2
7121,2
7130,2
7143,2
7144,2
7156,2
7158,2
7183,2
7185,2
7186,2
7188,2
7215,2
7216,2
7218,2
7223,2
7246,2
7255,2
7256,2
7257,2
7258,2
7259,2
7265,2
7267,2
7269,2
7296,2
7325,2
7326,2
7334,2
7339,2
7341,2
7344,2
7349,2
7350,2
7354,2
7360,2
7377,2
7382,2
7383,2
7384,2
7386,2
7393,2
7419,2
7436,2
7439,2
7447,2
7448,2
7450,2
7454,2
7464,2
7469,2
7481,2
7484,2
7505,2
7506,2
7539,2
7541,2
7587,2
7594,2
7624,2
7625,2
7633,2
7641,2
7676,2
7711,2
7749,2
7760,2
7801,2
7807,2
7809,2
7811,2
7813,2
7816,2
7829,2
7836,2
7839,2
7841,2
7851,2
7863,2
7868,2
7873,2
7893,2
7898,2
7907,2
7919,2
7943,2
7969,2
7985,2
7992,2
8003,2
8021,2
8022,2
8023,2
8059,2
8086,2
8098,2
8108,2
8110,2
8118,2
8138,2
8166,2
8181,2
8194,2
8207,2
8208,2
8215,2
8236,2
8244,2
8251,2
8258,2
8283,2
8317,2
8322,2
8335,2
8348,2
8350,2
8372,2
8380,2
8393,2
8425,2
8430,2
8477,2
8483,2
8491,2
8511,2
8545,2
8561,2
8568,2
8575,2
8576,2
8589,2
8593,2
8594,2
8610,2
8634,2
8654,2
8691,2
8701,2
8721,2
8722,2
8737,2
8750,2
8776,2
8797,2
8801,2
2,3
6,3
16,3
18,3
22,3
34,3
50,3
51,3
70,3
83,3
93,3
100,3
109,3
194,3
195,3
199,3
213,3
223,3
226,3
227,3
242,3
249,3
261,3
272,3
274,3
275,3
278,3
290,3
297,3
312,3
314,3
337,3
362,3
371,3
383,3
391,3
392,3
426,3
460,3
478,3
479,3
489,3
504,3
511,3
514,3
517,3
525,3
527,3
534,3
539,3
547,3
549,3
554,3
588,3
618,3
638,3
639,3
641,3
643,3
659,3
660,3
661,3
662,3
664,3
666,3
668,3
669,3
675,3
677,3
679,3
680,3
693,3
697,3
700,3
704,3
707,3
726,3
732,3
759,3
764,3
773,3
790,3
806,3
821,3
826,3
831,3
833,3
834,3
838,3
849,3
880,3
885,3
903,3
921,3
922,3
969,3
973,3
994,3
1004,3
1013,3
1044,3
1048,3
1057,3
1059,3
1060,3
1063,3
1064,3
1068,3
1080,3
1175,3
1207,3
1228,3
1230,3
1271,3
1272,3
1276,3
1283,3
1286,3
1294,3
1295,3
1299,3
1302,3
1307,3
1321,3
1336,3
1340,3
1349,3
1355,3
1364,3
1374,3
1376,3
1378,3
1409,3
1420,3
1449,3
1458,3
1461,3
1478,3
1488,3
1493,3
1515,3
1521,3
1536,3
1553,3
1555,3
1560,3
1565,3
1571,3
1579,3
1584,3
1586,3
1588,3
1594,3
1606,3
1635,3
1640,3
1659,3
1662,3
1669,3
1699,3
1709,3
1712,3
1718,3
1723,3
1731,3
1738,3
1747,3
1751,3
1767,3
1783,3
1800,3
1805,3
1838,3
1840,3
1855,3
1874,3
1878,3
1879,3
1881,3
1895,3
1896,3
1907,3
1908,3
1916,3
1924,3
1934,3
1949,3
1956,3
1979,3
1981,3
1989,3
1990,3
1994,3
1999,3
2009,3
2013,3
2022,3
2038,3
2043,3
2045,3
2054,3
2065,3
2087,3
2094,3
2100,3
2124,3
2125,3
2126,3
2128,3
2134,3
2149,3
2163,3
2179,3
2204,3
2228,3
2230,3
2231,3
2252,3
2259,3
2300,3
2307,3
2323,3
2328,3
2347,3
2360,3
2363,3
2379,3
2391,3
2402,3
2405,3
2416,3
2418,3
2448,3
2451,3
2462,3
2474,3
2500,3
2509,3
2523,3
2524,3
2528,3
2547,3
2552,3
2554,3
2581,3
2586,3
2591,3
2601,3
2603,3
2604,3
2612,3
2640,3
2644,3
2697,3
2709,3
2711,3
2752,3
2768,3
2778,3
2784,3
2791,3
2792,3
2793,3
2794,3
2798,3
2803,3
2805,3
2825,3
2827,3
2856,3
2871,3
2873,3
2875,3
2876,3
2881,3
2892,3
2907,3
2922,3
2924,3
2932,3
2939,3
2942,3
2960,3
2975,3
2985,3
2993,3
2995,3
2998,3
3000,3
3011,3
3016,3
3031,3
3034,3
3037,3
3046,3
3048,3
3051,3
3066,3
3075,3
3076,3
3083,3
3088,3
3096,3
3097,3
3107,3
3109,3
3112,3
3118,3
3120,3
3121,3
3123,3
3131,3
3175,3
3177,3
3183,3
3185,3
3193,3
3223,3
3231,3
3239,3
3244,3
3250,3
3253,3
3259,3
3277,3
3282,3
3284,3
3289,3
3302,3
3329,3
3352,3
3353,3
3358,3
3362,3
3371,3
3424,3
3431,3
3454,3
3467,3
3478,3
3482,3
3492,3
3502,3
3507,3
3522,3
3526,3
3527,3
3535,3
3552,3
3578,3
3582,3
3586,3
3590,3
3591,3
3598,3
3601,3
3602,3
3605,3
3608,3
3609,3
3612,3
3625,3
3634,3
3652,3
3661,3
3670,3
3681,3
3683,3
3685,3
3687,3
3689,3
3690,3
3691,3
3726,3
3745,3
3747,3
3750,3
3751,3
3753,3
3756,3
3763,3
3771,3
3775,3
3783,3
3788,3
3793,3
3800,3
3802,3
3825,3
3832,3
3836,3
3839,3
3840,3
3841,3
3844,3
3846,3
3847,3
3848,3
3849,3
3851,3
3852,3
3854,3
3855,3
3856,3
3857,3
3879,3
3881,3
3883,3
3929,3
3941,3
3950,3
3965,3
3969,3
3970,3
3971,3
3982,3
3985,3
3987,3
3990,3
3997,3
3999,3
4007,3
4013,3
4023,3
4027,3
4028,3
4030,3
4031,3
4033,3
4036,3
4043,3
4044,3
4058,3
4080,3
4105,3
4119,3
4120,3
4127,3
4131,3
4143,3
4144,3
4163,3
4167,3
4175,3
4180,3
4190,3
4197,3
4208,3
4216,3
4217,3
4227,3
4252,3
4258,3
4264,3
4266,3
4273,3
4274,3
4277,3
4310,3
4311,3
4317,3
4322,3
4351,3
4357,3
4366,3
4380,3
4381,3
4385,3
4400,3
4404,3
4411,3
4484,3
4499,3
4519,3
4521,3
4524,3
4630,3
4633,3
4636,3
4646,3
4656,3
4664,3
4665,3
4671,3
4673,3
4686,3
4688,3
4710,3
4711,3
4712,3
4742,3
4743,3
4755,3
4764,3
4773,3
4777,3
4799,3
4805,3
4819,3
4822,3
4838,3
4904,3
4909,3
4911,3
4915,3
4925,3
4926,3
4934,3
4974,3
4979,3
4985,3
4986,3
4998,3
5005,3
5028,3
5030,3
5037,3
5039,3
5047,3
5070,3
5071,3
5100,3
5104,3
5106,3
5127,3
5129,3
5140,3
5146,3
5148,3
5155,3
5158,3
5160,3
5166,3
5171,3
5185,3
5186,3
5192,3
5193,3
5194,3
5196,3
5206,3
5216,3
5243,3
5247,3
5248,3
5251,3
5255,3
5260,3
5275,3
5285,3
5286,3
5287,3
5288,3
5289,3
5290,3
5298,3
5306,3
5322,3
5325,3
5328,3
5348,3
5349,3
5350,3
5351,3
5353,3
5355,3
5363,3
5382,3
5383,3
5384,3
5385,3
5387,3
5389,3
5391,3
5394,3
5396,3
5400,3
5402,3
5404,3
5405,3
5406,3
5407,3
5408,3
5410,3
5413,3
5414,3
5426,3
5438,3
5439,3
5446,3
5458,3
5465,3
5466,3
5471,3
5511,3
5538,3
5539,3
5543,3
5570,3
5584,3
5602,3
5609,3
5659,3
5669,3
5670,3
5672,3
5678,3
5693,3
5708,3
5723,3
5745,3
5753,3
5763,3
5764,3
5775,3
5778,3
5806,3
5826,3
5837,3
5844,3
5883,3
5923,3
5934,3
5940,3
5941,3
5965,3
5979,3
6002,3
6038,3
6067,3
6068,3
6102,3
6138,3
6147,3
6157,3
6217,3
6220,3
6251,3
6253,3
6265,3
